""
"TEC System Name:","AY.VAV1-10","","Descriptor:",""
" 92","NEOB.VAV-12-17:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-12-17:FLOW STPT","","","20.25","PCT"," -N-     NONE"
" 94","NEOB.VAV-12-17:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-12-17:CAL SETUP","","","0.0",""," -N-     NONE"
" 96","NEOB.VAV-12-17:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-12-17:DUCT AREA","","","1.4","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-12-17:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-12-17:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-12-18","","Descriptor:",""
"","NEOB.VAV-12-18:ADDRESS","","","12",""," -N-     NONE"
"  2","NEOB.VAV-12-18:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","NEOB.VAV-12-18:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-12-18:ROOM TEMP","","","72.5","DEG F"," -N-     OVRD"
"  6","NEOB.VAV-12-18:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-12-18:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-12-18:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-12-18:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-12-18:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-12-18:RM STPT DIAL","","","55.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-12-18:STPT DIAL","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-12-18:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-12-18:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-12-18:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","NEOB.VAV-12-18:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-12-18:CLG FLOW MIN","","","64.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-12-18:CLG FLOW MAX","","","424.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-12-18:AIR VOLUME","","","64.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-12-18:FLOW COEFF","","","0.72",""," -N-     NONE"
" 41","NEOB.VAV-12-18:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-12-18:DO 2","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-12-18:DMPR COMD","","","18.0","PCT"," -N-     NONE"
" 49","NEOB.VAV-12-18:DMPR POS","","","17.6","PCT"," -N-     NONE"
" 51","NEOB.VAV-12-18:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-12-18:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-12-18:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","NEOB.VAV-12-18:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-12-18:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-12-18:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-12-18:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-12-18:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-12-18:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-12-18:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-12-18:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-12-18:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-12-18:FLOW","","","16.0","PCT"," -N-     NONE"
" 76","NEOB.VAV-12-18:CTL FLOW MIN","","","65.0"," CFM"," -N-     OVRD"
" 77","NEOB.VAV-12-18:CTL FLOW MAX","","","424.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-12-18:CTL TEMP","","","72.5","DEG F"," -N-     NONE"
" 79","NEOB.VAV-12-18:CLG LOOPOUT","","","4.0","PCT"," -N-     NONE"
" 92","NEOB.VAV-12-18:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-12-18:FLOW STPT","","","18.75","PCT"," -N-     NONE"
" 94","NEOB.VAV-12-18:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-12-18:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-12-18:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-12-18:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-12-18:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-12-18:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-12-19","","Descriptor:","VAV 12-19"
"","NEOB.VAV-12-19:ADDRESS","","","13",""," -N-     NONE"
"  2","NEOB.VAV-12-19:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","NEOB.VAV-12-19:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-12-19:ROOM TEMP","","","71.25","DEG F"," -N-     OVRD"
"  6","NEOB.VAV-12-19:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-12-19:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-12-19:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-12-19:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-12-19:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-12-19:RM STPT DIAL","","","75.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-12-19:STPT DIAL","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-12-19:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-12-19:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-12-19:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","NEOB.VAV-12-19:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-12-19:CLG FLOW MIN","","","36.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-12-19:CLG FLOW MAX","","","252.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-12-19:AIR VOLUME","","","36.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-12-19:FLOW COEFF","","","0.52",""," -N-     NONE"
" 41","NEOB.VAV-12-19:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-12-19:DO 2","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-12-19:DMPR COMD","","","16.4","PCT"," -N-     NONE"
" 49","NEOB.VAV-12-19:DMPR POS","","","16.0","PCT"," -N-     NONE"
" 51","NEOB.VAV-12-19:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-12-19:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-12-19:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","NEOB.VAV-12-19:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-12-19:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-12-19:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-12-19:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-12-19:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-12-19:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-12-19:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-12-19:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-12-19:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-12-19:FLOW","","","14.25","PCT"," -N-     NONE"
" 76","NEOB.VAV-12-19:CTL FLOW MIN","","","36.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-12-19:CTL FLOW MAX","","","252.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-12-19:CTL TEMP","","VAV 12-19","71.0","DEG F"," -N-     NONE"
" 79","NEOB.VAV-12-19:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 92","NEOB.VAV-12-19:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-12-19:FLOW STPT","","","14.25","PCT"," -N-     NONE"
" 94","NEOB.VAV-12-19:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-12-19:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-12-19:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-12-19:DUCT AREA","","","0.2","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-12-19:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-12-19:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-12-2","","Descriptor:","RM 1234 & 1236"
"","NEOB.VAV-12-2:ADDRESS","","","2",""," -N-     NONE"
"  2","NEOB.VAV-12-2:APPLICATION","","","2523.0",""," -N-     NONE"
"  3","NEOB.VAV-12-2:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-12-2:ROOM TEMP","","","72.5","DEG F"," -N-     NONE"
"  5","NEOB.VAV-12-2:HEAT.COOL","","","COOL",""," -N-     OVRD"
"  6","NEOB.VAV-12-2:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  7","NEOB.VAV-12-2:DAY HTG STPT","","","69.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-12-2:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
"  9","NEOB.VAV-12-2:NGT HTG STPT","","","65.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-12-2:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-12-2:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-12-2:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-12-2:RM STPT DIAL","","","59.0","DEG F"," -N-     NONE"
" 14","NEOB.VAV-12-2:STPT DIAL","","","NO",""," -N-     NONE"
" 15","NEOB.VAV-12-2:AI 3","","","59.0","DEG F"," -N-     NONE"
" 16","NEOB.VAV-12-2:FLOW START","","","50.0","PCT"," -N-     NONE"
" 17","NEOB.VAV-12-2:FLOW END","","","100.0","PCT"," -N-     NONE"
" 18","NEOB.VAV-12-2:WALL SWITCH","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-12-2:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-12-2:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-12-2:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 22","NEOB.VAV-12-2:REHEAT START","","","24.8","PCT"," -N-     NONE"
" 23","NEOB.VAV-12-2:REHEAT END","","","74.8","PCT"," -N-     NONE"
" 24","NEOB.VAV-12-2:DI 4","","","OFF",""," -N-     NONE"
" 25","NEOB.VAV-12-2:DI 3","","","OFF",""," -N-     NONE"
" 29","NEOB.VAV-12-2:DAY.NGT","","","DAY",""," -N-     OPER"
" 31","NEOB.VAV-12-2:CLG FLOW MIN","","","256.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-12-2:CLG FLOW MAX","","","1172.0"," CFM"," -N-     NONE"
" 33","NEOB.VAV-12-2:HTG FLOW MIN","","","256.0"," CFM"," -N-     NONE"
" 34","NEOB.VAV-12-2:HTG FLOW MAX","","","584.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-12-2:AIR VOLUME","","","252.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-12-2:FLOW COEFF","","","0.69",""," -N-     NONE"
" 40","NEOB.VAV-12-2:AI 4","","","74.0","DEG F"," *F*     NONE"
" 41","NEOB.VAV-12-2:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-12-2:DO 2","","","OFF",""," -N-     NONE"
" 43","NEOB.VAV-12-2:DO 3","","","OFF",""," -N-     NONE"
" 44","NEOB.VAV-12-2:DO 4","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-12-2:DMPR COMD","","","7.2","PCT"," -N-     NONE"
" 49","NEOB.VAV-12-2:DMPR POS","","","6.8","PCT"," -N-     NONE"
" 51","NEOB.VAV-12-2:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 52","NEOB.VAV-12-2:VLV COMD","","","0.0","PCT"," -N-     NONE"
" 53","NEOB.VAV-12-2:VLV POS","","","0.0","PCT"," -N-     NONE"
" 55","NEOB.VAV-12-2:MTR2 TIMING","","","150.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-12-2:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-12-2:MTR SETUP","","","5.0",""," -N-     NONE"
" 59","NEOB.VAV-12-2:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-12-2:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-12-2:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-12-2:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-12-2:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 67","NEOB.VAV-12-2:HTG P GAIN","","","10.0",""," -N-     NONE"
" 68","NEOB.VAV-12-2:HTG I GAIN","","","0.01",""," -N-     NONE"
" 69","NEOB.VAV-12-2:HTG D GAIN","","","0.0",""," -N-     NONE"
" 70","NEOB.VAV-12-2:HTG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-12-2:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-12-2:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-12-2:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-12-2:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-12-2:FLOW","","","21.5","PCT"," -N-     NONE"
" 76","NEOB.VAV-12-2:CTL FLOW MIN","","","256.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-12-2:CTL FLOW MAX","","","1172.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-12-2:CTL TEMP","","RM 1234 & 1236","72.5","DEG F"," -N-     NONE"
" 79","NEOB.VAV-12-2:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 80","NEOB.VAV-12-2:HTG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 85","NEOB.VAV-12-2:SWITCH LIMIT","","","5.2","PCT"," -N-     NONE"
" 86","NEOB.VAV-12-2:SWITCH TIME","","","10.0","MIN"," -N-     NONE"
" 90","NEOB.VAV-12-2:SWITCH DBAND","","","1.0","DEG F"," -N-     NONE"
" 92","NEOB.VAV-12-2:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-12-2:FLOW STPT","","","21.75","PCT"," -N-     NONE"
" 94","NEOB.VAV-12-2:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-12-2:CAL SETUP","","","0.0",""," -N-     NONE"
" 96","NEOB.VAV-12-2:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-12-2:DUCT AREA","","","0.775","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-12-2:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-12-2:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-12-20","","Descriptor:","VAV 21-20"
"","NEOB.VAV-12-20:ADDRESS","","","18",""," -N-     NONE"
"  2","NEOB.VAV-12-20:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","NEOB.VAV-12-20:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-12-20:ROOM TEMP","","","71.0","DEG F"," -N-     OVRD"
"  6","NEOB.VAV-12-20:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-12-20:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-12-20:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-12-20:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-12-20:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-12-20:RM STPT DIAL","","","70.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-12-20:STPT DIAL","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-12-20:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-12-20:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-12-20:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","NEOB.VAV-12-20:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-12-20:CLG FLOW MIN","","","200.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-12-20:CLG FLOW MAX","","","512.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-12-20:AIR VOLUME","","","200.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-12-20:FLOW COEFF","","","0.63",""," -N-     NONE"
" 41","NEOB.VAV-12-20:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-12-20:DO 2","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-12-20:DMPR COMD","","VAV 12-20","16.8","PCT"," -N-     NONE"
" 49","NEOB.VAV-12-20:DMPR POS","","","17.2","PCT"," -N-     NONE"
" 51","NEOB.VAV-12-20:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-12-20:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-12-20:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","NEOB.VAV-12-20:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-12-20:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-12-20:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-12-20:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-12-20:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-12-20:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-12-20:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-12-20:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-12-20:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-12-20:FLOW","","","39.0","PCT"," -N-     NONE"
" 76","NEOB.VAV-12-20:CTL FLOW MIN","","","200.0"," CFM"," -N-     NONE"
" 77","NEOB.VAV-12-20:CTL FLOW MAX","","","512.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-12-20:CTL TEMP","","VAV 21-20","70.75","DEG F"," -N-     NONE"
" 79","NEOB.VAV-12-20:CLG LOOPOUT","","","0.0","PCT"," -N-     NONE"
" 92","NEOB.VAV-12-20:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-12-20:FLOW STPT","","","39.0","PCT"," -N-     NONE"
" 94","NEOB.VAV-12-20:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-12-20:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-12-20:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-12-20:DUCT AREA","","","0.55","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-12-20:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-12-20:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-12-21","","Descriptor:","VAV 12-21"
"","NEOB.VAV-12-21:ADDRESS","","","12",""," -N-     NONE"
"  2","NEOB.VAV-12-21:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","NEOB.VAV-12-21:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-12-21:ROOM TEMP","","","73.25","DEG F"," -N-     OVRD"
"  6","NEOB.VAV-12-21:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-12-21:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-12-21:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-12-21:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-12-21:RM STPT MAX","","","73.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-12-21:RM STPT DIAL","","","55.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-12-21:STPT DIAL","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-12-21:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-12-21:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-12-21:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","NEOB.VAV-12-21:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-12-21:CLG FLOW MIN","","","64.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-12-21:CLG FLOW MAX","","","516.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-12-21:AIR VOLUME","","","96.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-12-21:FLOW COEFF","","","0.65",""," -N-     NONE"
" 41","NEOB.VAV-12-21:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-12-21:DO 2","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-12-21:DMPR COMD","","","19.6","PCT"," -N-     NONE"
" 49","NEOB.VAV-12-21:DMPR POS","","","20.0","PCT"," -N-     NONE"
" 51","NEOB.VAV-12-21:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-12-21:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-12-21:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","NEOB.VAV-12-21:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-12-21:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-12-21:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-12-21:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-12-21:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-12-21:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-12-21:FLOW I GAIN","","","0.01",""," -N-     NONE"
" 73","NEOB.VAV-12-21:FLOW D GAIN","","","0.0",""," -N-     NONE"
" 74","NEOB.VAV-12-21:FLOW BIAS","","","50.0","PCT"," -N-     NONE"
" 75","NEOB.VAV-12-21:FLOW","","","19.5","PCT"," -N-     NONE"
" 76","NEOB.VAV-12-21:CTL FLOW MIN","","","67.9725"," CFM"," -N-     OVRD"
" 77","NEOB.VAV-12-21:CTL FLOW MAX","","","516.0"," CFM"," -N-     NONE"
" 78","NEOB.VAV-12-21:CTL TEMP","","VAV 12-21","73.0","DEG F"," -N-     NONE"
" 79","NEOB.VAV-12-21:CLG LOOPOUT","","","10.0","PCT"," -N-     NONE"
" 92","NEOB.VAV-12-21:CTL STPT","","","73.0","DEG F"," -N-     NONE"
" 93","NEOB.VAV-12-21:FLOW STPT","","","21.75","PCT"," -N-     NONE"
" 94","NEOB.VAV-12-21:CAL AIR","","","NO",""," -N-     NONE"
" 95","NEOB.VAV-12-21:CAL SETUP","","","4.0",""," -N-     NONE"
" 96","NEOB.VAV-12-21:CAL TIMER","","","12.0","HRS"," -N-     NONE"
" 97","NEOB.VAV-12-21:DUCT AREA","","","0.35","SQ. FT"," -N-     NONE"
" 98","NEOB.VAV-12-21:LOOP TIME","","","5.0","SEC"," -N-     NONE"
" 99","NEOB.VAV-12-21:ERROR STATUS","","","0.0",""," -N-     NONE"
""
"TEC System Name:","NEOB.VAV-12-22","","Descriptor:",""
"","NEOB.VAV-12-22:ADDRESS","","","15",""," -N-     NONE"
"  2","NEOB.VAV-12-22:APPLICATION","","","2520.0",""," -N-     NONE"
"  3","NEOB.VAV-12-22:CHK STATUS","",""," -1.0",""," -N-     NONE"
"  4","NEOB.VAV-12-22:ROOM TEMP","","","71.25","DEG F"," -N-     OVRD"
"  6","NEOB.VAV-12-22:DAY CLG STPT","","","73.0","DEG F"," -N-     NONE"
"  8","NEOB.VAV-12-22:NGT CLG STPT","","","82.0","DEG F"," -N-     NONE"
" 10","NEOB.VAV-12-22:CHK OUT","","","NO",""," -N-     NONE"
" 11","NEOB.VAV-12-22:RM STPT MIN","","","55.0","DEG F"," -N-     NONE"
" 12","NEOB.VAV-12-22:RM STPT MAX","","","90.0","DEG F"," -N-     NONE"
" 13","NEOB.VAV-12-22:RM STPT DIAL","","","74.0","DEG F"," -N-     OVRD"
" 14","NEOB.VAV-12-22:STPT DIAL","","","NO",""," -N-     NONE"
" 19","NEOB.VAV-12-22:DI OVRD SW","","","OFF",""," -N-     NONE"
" 20","NEOB.VAV-12-22:OVRD TIME","","","0.0","HRS"," -N-     NONE"
" 21","NEOB.VAV-12-22:NGT OVRD","","","NIGHT",""," -N-     NONE"
" 29","NEOB.VAV-12-22:DAY.NGT","","","DAY",""," -N-     OVRD"
" 31","NEOB.VAV-12-22:CLG FLOW MIN","","","252.0"," CFM"," -N-     NONE"
" 32","NEOB.VAV-12-22:CLG FLOW MAX","","","724.0"," CFM"," -N-     NONE"
" 35","NEOB.VAV-12-22:AIR VOLUME","","","252.0"," CFM"," -N-     NONE"
" 36","NEOB.VAV-12-22:FLOW COEFF","","","0.73",""," -N-     NONE"
" 41","NEOB.VAV-12-22:DO 1","","","OFF",""," -N-     NONE"
" 42","NEOB.VAV-12-22:DO 2","","","OFF",""," -N-     NONE"
" 48","NEOB.VAV-12-22:DMPR COMD","","","14.8","PCT"," -N-     NONE"
" 49","NEOB.VAV-12-22:DMPR POS","","","14.8","PCT"," -N-     NONE"
" 51","NEOB.VAV-12-22:MTR1 TIMING","","","90.0","SEC"," -N-     NONE"
" 56","NEOB.VAV-12-22:DMPR ROT ANG","","","90.0",""," -N-     NONE"
" 58","NEOB.VAV-12-22:MTR SETUP","","","1.0",""," -N-     NONE"
" 59","NEOB.VAV-12-22:DO DIR. REV","","","0.0",""," -N-     NONE"
" 63","NEOB.VAV-12-22:CLG P GAIN","","","20.0",""," -N-     NONE"
" 64","NEOB.VAV-12-22:CLG I GAIN","","","0.01",""," -N-     NONE"
" 65","NEOB.VAV-12-22:CLG D GAIN","","","0.0",""," -N-     NONE"
" 66","NEOB.VAV-12-22:CLG BIAS","","","0.0","PCT"," -N-     NONE"
" 71","NEOB.VAV-12-22:FLOW P GAIN","","","0.0",""," -N-     NONE"
" 72","NEOB.VAV-12-22:FLOW I GAIN","","","0.01",""," -N-     NONE"
